nombre,codigo,precio_publico,precio_compra,precio_mayoreo,clave_sat,unidad_sat
ADAPTADOR PLUG 102 6.3 MONO METALICO,8343,10.99,4.9,8.45,40141700,H87
CONECTOR RECTO PLICA 1 1/4,CONPLI114R,37.21,17.82,23.77,40141700,H87
TUBO PLICA DE 1 1/4,TUBPL114,36.75,15.84,22.05,40141700,H87
PORTA LAMPARA MINI 2.5 VOLTS,PORLAM2.5,10.01,1.93,3.34,40141700,H87
FOCO DOCROICO GU-10-20W,FOCOGU1020W,38.0,14.22,28.0,40141700,H87
FOCO HALOGENO GU-10-50W,T48380,30.0,15.52,22.0,39101601,H87
CINTA AISLAR SCOTCH 33,CINAIS33,138.0,74.48,113.0,31201525,H87
TIMBRE CAMPANA INDUSTRIAL 6,T46609,359.0,193.96,270.0,43202204,H87
FOCO LED P/ELECTRONICA FLASHER,FOCOLEDF,15.0,5.8,10.0,40141700,H87
DIMMER ATENUADOR 600 W DESLIZABLE,DIMMERDES,214.9,124.58,164.76,40141700,H87
ABRAZADERA UNA DE 5/16,ABRU516,1.52,0.6,0.83,40141700,H87
PORTA LAMPARA P/REFLECTOR ELCON,PORLAMREF,38.07,16.47,21.78,40141700,H87
PORTA LAMPARA P/HALOGENO EMP.,PORLAMHALE,45.89,26.25,34.72,40141700,H87
EXTENSION PLUG 3.5 MM POR LADO,EXTPL3.5,35.0,9.07,25.0,01010101,H87
LAMPARA SLIMLINE 21 W,LAMSL21,46.3,26.84,35.5,40141700,H87
FOCO HALOGENO AUT. 9004 AZUL XENON,FOCO9004AX,99.02,57.4,75.91,40141700,H87
GRAPA C/CLAVO 16MM C/20 PZA T48275 AD6419,T48276,25.0,12.93,18.0,26121600,H87
CONDULET OT DE 1,CONOT1,42.12,28.18,37.27,40141700,H87
RED BUSH. CONDUIT 1 X 3/4,REDBCON134,8.0,3.48,4.6,40141700,H87
AD 122 2 JACK 6.3 MONO 1 PLUG 6.3 MONO,8323,10.35,4.5,7.76,40141700,H87
AD 124 2 RCA -  1 PLUG 6.3 MONO,8325,10.44,5.0,7.66,40141700,H87
AD 134 JACK3.5 PLUG 2.5 IPOT,8332,16.07,9.31,12.85,40141700,H87
APAGADOR T/LICUADORA 4 TOR,APAGTL4,25.22,7.5,11.67,40141700,H87
SOQUET INTEMPERIE PVC GL-ATPTPVR,T48093,20.0,10.34,16.0,39121730,H87
BASE P/CIRCUITO INTEGRADO 8 P,BASECI8P,5.0,0.5,1.16,40141700,H87
UNIDAD TERMICA SD 2 X 40,UNITERSD240,890.0,511.06,715.0,39121640,H87
INTERRUPTOR DESLIZABLE 2P 2T 3A,INTDES2P2T,16.01,6.8,10.25,40141700,H87
BAQUELITA 5 X 10 UNA CARA,BAQ5X10,15.0,5.2,10.0,40141700,H87
TERMOFIT 5.0 (MTO) AD11290,TERM5,35.0,4.0,24.0,40142007,H87
TERMOFIT 6.0 (MTO),TERM6,40.0,10.38,23.0,40141700,H87
CONTRATUERCA P/D 1/2,CONTUEPD12,2.0,0.65,1.15,40141700,H87
PASACABLE DE PLASTICO,PASCABS,2.0,0.6,1.04,40141700,H87
PASACABLE DE PLASTICO DOBLE,PASCABD,2.0,0.6,1.04,40141700,H87
PROBADOR DE CORRIENTE GET-203,FU0220,70.0,36.0,50.0,40141700,H87
TIMBRE DOMESTICO 2 TONOS,FU0332,110.0,58.3,85.0,40141700,H87
MULTICONTACTO 6 ENT. MONTANA 1616,MULCONMON6,55.0,30.42,35.0,40141700,H87
LINTERNA DE MANO 2 PZA,LINMANO,327.75,190.0,251.28,40141700,H87
PILA P/TELEFONO 3.6V 300MAH,PILTEL3.6300,75.0,38.0,55.0,40141700,H87
INTERRUPTOR PUSH MICRO 4 TERM,INTPUSH4,5.06,2.2,3.29,40141700,H87
INTERRUPTOR DESLIZABLE DIP 4P,INTDESDIP4P,10.0,3.8,5.0,40141700,H87
INTERRUPTOR DESLIZABLE DIP 8P,INTDESDIP8P,30.0,12.0,20.0,40141700,H87
EXTENSION PLUG 3.5 A JACK 3.5,EXTPL3.5JA3.5,20.04,8.5,12.71,40141700,H87
CARGADOR DE PILAS ENERGIZER MAXI AAA - AA,CARECOM9,950.0,475.07,750.0,40141700,H87
CONVERTIDOR DE 12VDC-127VCA,CONV12-127,487.2,280.0,373.52,40141700,H87
CAUTIN PISTOLA DE 100/140W,CAUPISTRU,310.72,164.75,217.88,40141700,H87
PLACA P/TOMA DOBLE DUPLEX PLASTICA,T46406,25.0,6.03,15.0,40141700,H87
TUBO CONDUIT PESADO PVC 3/4,TUBPVCLC,26.49,12.69,18.4,40141700,H87
CABLE P/COMPUTADORA NIVEL 5,CABCOMN5,9.04,4.12,5.73,40141700,H87
PORTAPILA 4 AA,PORPIL4AA,25.0,7.5,15.0,39121400,H87
TRANSFORMADOR 12 VOLTS 500 MA,TRANS12V,90.0,60.34,83.0,40141700,H87
TRANSISTOR DE POTENCIA TIP 31C,TIP31C,12.05,4.0,6.54,40141700,H87
TRANSISTOR INALAMBRICO FMT300,TRAINAL,191.02,110.0,151.8,40141700,H87
LAMPARA AHORRADORA SP 15 W,LAMSP15,34.98,19.5,26.91,40141700,H87
LAMPARA AHORRADORA SP 23 W,LAMSP20,45.09,23.0,32.02,40141700,H87
LAMPARA AHORRADORA SP 26 W,LAMSP26,45.1,24.0,33.41,40141700,H87
FOCO ANUNCIO 10 W AZUL,FOCOANUA,12.32,6.3,8.34,40141700,H87
FOCO ANUNCIO 10 W ROJO,FOCOANUR,12.32,6.3,8.34,40141700,H87
FOCO ANUNCIO 10 W CLARO,FOCOANUC,12.32,6.3,8.34,40141700,H87
CONECTOR COAXIAL MACHO-HEMBRA,CONCOAXM-H,10.03,2.7,3.89,40141700,H87
FOCO HALOGENO  H4 SUPER AZUL (2),FOCOH4A2,174.8,76.0,109.25,40141700,H87
PORTAFUSIBLE ENCAPSULADO ZINC,PORFUZINC,68.0,39.0,55.0,40141700,H87
EXTENSION ELECTRICA 8 M CAL16,T48030,104.0,56.03,78.0,39121440,H87
EXTENSION ELECTRICA 10M CAL16 U.R,EXTELE1610UR,167.84,97.3,139.87,40141700,H87
POTENCIOMETRO MINIATURA 50K S/SWITCH,POTENC50,15.0,6.2,10.0,40141700,H87
ADAPTADOR PLUG 108 3.5 ST,8349,8.02,2.4,5.57,40141700,H87
FUSIBLE TAPON ECONOMICO,FUSTAP,10.01,3.15,5.49,40141700,H87
CLAVIJA C/BISAGRA ROYER,CLABIS,15.2,4.35,9.55,40141700,H87
PLACA P/APAGADOR TIPO T,PLAPLAST,10.03,2.08,3.59,40141700,H87
LINTERNA RECARGABLE DE MANO,LINRECL,44.95,21.96,29.04,40141700,H87
FOCO HALOGENO AUT. H1 12V 55W,FOCOH1,60.0,22.0,45.0,40141700,H87
DIODO RECTIFICADOR 1 AMP,DIOREC1,5.0,0.4,0.93,40141700,H87
FUSIBLE CARTUCHO 30 A MERCURY,FUSCAR30AM,48.0,24.38,35.0,39121600,H87
EXTENSION ELECTRICA 2 M CAL16 A110301,GLXTDO2MB,45.0,22.97,35.0,39121440,H87
FOCO HALOGENO  H4  AZUL 100,FOCOH4XE,151.11,73.0,104.94,40141700,H87
TORNILLO TABLAROCA 6 X 1 1/2 CUERDA FINA c/100 40059,TTR6112CF,38.0,19.83,28.0,31161509,H87
EXTENSION USO RUDO DE 20 MTS,GLXTUR20MN,450.0,230.52,400.0,39121440,H87
CAPACITOR ELECTROLITICO 10 MF,CAPELEC,10.0,1.0,5.0,40141700,H87
LIMPIADOR UNIVERSAL PANTALLA,LIMUNIV,69.0,40.0,52.9,40141700,H87
LIMPIADOR AIRE COMPRIMIDO 300 ML,A119577,90.0,45.69,70.0,40102904,H87
EXTENSION USB PLUG - USB PLUG 1.80,EXTUSB180,26.08,14.0,18.52,40141700,H87
LINTERNA MANO AUTORECARGABLE,LINAREC,75.11,35.0,46.69,40141700,H87
CONDULET C DE 1/2,CONC12,35.41,19.08,25.45,40141700,H87
CANDIL T/FAROL DE PARED NEGRO,CANFARP,159.0,92.17,121.9,40141700,H87
CANDIL T/ARBOTANTE GLOBO,CANGLOBO,120.01,69.57,92.01,40141700,H87
TRANSISTOR DE PEQUENA SENAL 2222A,TRA2222A,10.0,1.5,6.0,40141700,H87
TRANSISTOR DE PEQUENA SENAL 1815,TRA1815,15.0,6.03,10.0,40141700,H87
PASTILLA DE MICROFONO ELECTRET,PASMICRO,15.0,6.9,10.32,40141700,H87
CAPACITOR CERAMICO DE DISCO 22000PF,CAPCERDIS,5.01,0.5,2.88,40141700,H87
ADAPTADOR 1 JACK 6.3MM 1 PLUG 3.5,ADAPJ6.3P3.5,15.0,4.76,10.0,01010101,H87
APAGADOR COMBINADO ATERRIZADO,T46001,45.0,23.28,35.0,39122200,H87
CAPUCHON TRANSP. CAL 22-14,CAPTRA,2.01,0.48,0.69,40141700,H87
TEE CF R CENTRO 1/2  NACOBRE,TEECFRC12,55.0,31.96,45.0,40141700,H87
TUBO CC FLEX 1/4 MTO,TUBCCF14M,150.0,25.33,100.0,40141700,H87
TUBO CC FLEX 3/8 (MTO),TUBCCF38M,150.0,53.71,100.0,40171611,MTR
TUBO CC FLEX 5/16 USO GRL,TUBCCF516,396.7,229.97,304.14,40141700,H87
TUBO CC TL 1/2 NACOBRE,TUBCCTL12,1295.0,687.69,1101.0,40171511,H87
TUBO CC TM 1/2 NACOBRE,TUBCCTM12,954.0,513.55,800.0,40171511,H87
TUBO CC TM 3/4 NACOBRE,TUBCCTM34,1675.0,824.93,1426.0,40171511,H87
TUERCA CONICA FLAER 3/8,TUECONF38,25.0,6.41,15.0,40141700,H87
TUERCA CONICA FLAER 5/16,TUECONF516,25.0,4.33,15.0,40141700,H87
TUERCA CONICA RED 3/8 X 5/16,TUECONR38516,15.03,5.29,7.37,40141700,H87
TUERCA IZQ P/PIGTAIL I311970,TUEIZPI,30.0,8.74,20.0,40141700,H87
TUERCA UNION CC 1/2 NACOBRE,TUEUNCC12,65.0,22.41,55.0,40172601,H87
TUERCA UNION CC 3/4 NACOBRE,TUEUNCC34,100.0,54.79,85.0,31161700,H87
PUNTA POOL C/ROSCA 1/4 X 6,PUNPOOL14,40.0,16.83,30.0,40172500,H87
CAMP NIPLE 3/8 X 1/2 NACOBRE,CAMNI3812,45.0,10.69,35.0,40174901,H87
YEE C/C 1/2,YECC12,119.9,57.92,79.93,40141700,H87
TAPA FLAIRE 3/8 THG10,TAPF38,30.0,12.0,20.0,40175201,H87
TEE TERM 3/8 X 3/8,TEET38,60.0,18.87,45.0,31282103,H87
TUERCA BARRIL 1/4  61F4,TUEBARR14,15.0,5.0,10.0,40141700,H87
ADAPTADOR PIGTAIL 1/4,ADAPIG,15.01,4.07,6.8,40141700,H87
TAPON CC CAPA 3/4,TAPCC34,14.0,5.25,9.0,40141700,H87
TUBO CC FLEX 1/4 18.30 M UG,TUBCCFUG14,885.0,463.55,650.0,40171611,H87
CODO TERMINAL 1/2  X 1/2,CODTER1212,50.0,21.97,35.0,40141700,H87
CODO TERM P/GAS 3/8X1/4,CODTER3814,60.0,25.0,35.0,40141700,H87
NIPLE TERM 3/8 X 1/8,NIPTER3818,35.0,8.05,25.0,40175201,H87
NIPLE UNION 1/2 X 3/8,NIPUN1238,35.0,10.83,20.0,40141700,H87
NIPLE TERM 1/2 X 3/8,NIPTER1238,55.0,22.19,45.0,40174901,H87
PUNTA POOL C/R1/4 X 12CM,PUNPOOL1412,70.0,33.63,55.0,40141700,H87
TEE UNION 3/8 X 3/8,TEEU38,50.0,19.72,35.0,31282103,H87
NIPLE TERM 3/8 X 1/4,NIPTER3814,35.0,6.94,30.0,40141700,H87
CRUZ C/C 1/2,CRUZCC12,100.0,58.0,75.0,40141700,H87
TUERCA UNION CC 1 1/4,TUEUNCC114,304.14,155.57,214.68,40141700,H87
ADAPT CF R INT 1 NACOBRE,ADPCFRI1,54.72,27.99,37.02,40141700,H87
NIPLE TERM 1/2 X 1/2,NIPTER1212,60.0,23.5,45.0,40175201,H87
TUERCA UNION DE 1 C/C,TUEUNCC1,124.0,63.43,87.54,40141700,H87
CODO C/F R/I 1/2,CODCFRI12,45.0,21.0,35.0,40141700,H87
TUERCA CONICA RED 3/8 X 1/4,TUECONR3814,40.0,12.0,20.0,31161700,H87
TUERCA BARRIL 5/16  61F5,TUEBARR516,20.0,10.0,15.0,40141700,H87
TUBO CC FLEX 3/8 ROLLO,TUBCCF38F,1795.0,966.82,1350.0,40171611,H87
TUBO CC TM 1 NACOBRE,TUBCCTM1,1312.0,754.66,1131.0,40141700,H87
TUBO CC FLEX 3/16 (MTO),TUBCCF316M,50.0,18.31,35.0,40171511,MTR
TUBO CC TM 1/2 NACOBRE (MTO),TUBCCTM12M,200.0,93.35,180.0,40171511,MTR
TUERCA BARRIL 3/8  61F6,TUEBARR38,20.0,6.0,15.0,40141700,H87
TAPON CAPA FLAIRE 1/2  UTH-8,TAPF12,40.0,15.0,30.0,40183100,H87
TUERCA INVERTIDA 1/4,TUEINV14,10.09,1.77,3.77,40141700,H87
ADAPT CF R EXT 3/4 X 1/2,ADAPCFRE3412,100.44,48.52,64.17,40141700,H87
TEE CF R LATERAL1/2  NACOBRE,TEECFRL12,60.0,31.01,45.0,40141700,H87
NIPLE TERM 1/2 X 1/4,NIPTER1214,65.0,15.06,50.0,40141700,H87
TUERCA CONICA FLAER 1/2,TUECONF12,20.01,8.06,11.22,40141700,H87
COPLE LATON HEM/HEM 1/4 BARRIL,COPLAT14,25.01,7.5,17.25,40141700,H87
COPLE LATON HEM/HEM 3/8 BARRIL,COPLAT38,35.08,10.0,23.0,40141700,H87
TUERCA CONICA RED. 5/16 X 1/4,TUECONR51614,12.17,4.28,6.29,40141700,H87
CODO ESTUFA 1/2  X 1/2,CE1313,65.0,30.0,55.0,40175201,H87
ADAPT. ESPIGA MACHO 3/8 X 1/4NPT,ADAPES3814,25.0,9.2,20.0,40141700,H87
TUBO CC TL 3/4 NACOBRE,TUBCCTL34,1700.0,899.24,1400.0,40141700,H87
RED CC CAMP 1 X 1/2 NACOBRE,REDCCC112,25.58,11.12,15.34,40141700,H87
RED CC CAMP 1 X 3/4 NACOBRE,REDCCC134,25.58,11.12,15.34,40141700,H87
TAPON CC CAPA 1,TAPCC1,33.0,17.9,25.0,40141700,H87
NIPLE UNION 1/2 X 1/2,NIPUN1212,45.0,16.22,35.0,31163100,H87
TUERCA CONICA FLAER 1/4,TUECONF14,10.0,3.35,6.0,31161700,H87
CODO UNION 3/8,CODUN38,30.0,11.46,20.0,40172801,H87
CODO TERMINAL 1/2  X 3/8,CODTER1238,50.0,21.61,35.0,40141700,H87
CAMP NIPLE 3/8 X 1/8,CAMNI3818,35.0,6.28,25.0,40175201,H87
PUNTA POOL C/ESPIGA 1/4,PUNPOOL14E,27.76,12.07,16.65,40141700,H87
CODO LATON 1/4 X 90,CODLAT1490,24.63,10.71,14.17,40141700,H87
TUERCA UNION T/PPR 1/2,TUPPR12,35.0,5.99,25.0,31161700,H87
TUERCA BARRIL 3/16  61F3,TUEBARR316,15.0,2.5,10.0,40141700,H87
CODO LATON 3/8 X 90,CODLAT3890,30.08,17.56,23.22,40141700,H87
NIPLE LATON 3/8 X 1 1/2,NIPLAT38112,10.99,4.78,6.33,40141700,H87
TUBO CC FLEX 1/2 - 5/8 (MTO),TUBCCF1258M,250.0,100.0,200.0,40141700,H87
ADAPT. ESPIGA MACHO 1/4 X 1/4NPT NET0606,ADAPES1414,20.0,5.81,15.0,40175201,H87
TUBO CC FLEX 3/16 (MTO),TUBCCF316M-2,25.1,11.55,16.61,40141700,H87
TUERCA INVERTIDA 3/16,TUEINV316,5.06,2.0,2.99,40141700,H87
NIPLE TERM 5/16 X 1/2,NIPTER51612,45.0,9.87,25.0,40141700,H87
TUERCA BARRIL 1/2  61F8,TUEBARR12,9.15,3.98,5.5,40141700,H87
TUERCA INVERTIDA 5/16,TUEINV516,11.5,5.0,7.48,40141700,H87
TUERCA INVERTIDA 3/8,TUEINV38,16.34,7.0,10.47,40141700,H87
INSERTO DE LATON DE 1/4,INSLAT14,2.55,0.74,1.07,40141700,H87
NIPLE LATON 1/4 X RC,NIPLAT14RC,6.35,2.76,3.65,40141700,H87
NIPLE LATON 3/8 X RC,NIPLAT38RC,8.56,3.72,4.92,40141700,H87
TEE UNION BARRIL 1/4,TEEUNIBARR14,50.0,14.99,40.0,40172601,H87
COPLE TUERCA INVERTIDA 1/4-1/4,COPINV14,16.47,7.16,9.46,40141700,H87
COPLE TUERCA INVERTIDA 5/16-5/16,COPINV516,17.5,7.57,10.02,40141700,H87
COPLE BARRIL 5/16 - 5/16,COPBARR516,28.04,12.07,15.96,40141700,H87
ADAPT CF R EXT 1 1/4,ADAPCFRE114,98.0,49.38,68.0,40141700,H87
TEE CC 1 1/4,TEECC114,173.13,88.56,122.21,40141700,H87
RED CC CAMP 1 1/4 X 3/4,REDCCC11434,37.01,16.09,22.21,40141700,H87
TUBO CC TM 1 1/4,TUBCCTM114,0.0,0.0,0.0,40141700,H87
CODO ESPREA P/BOILER,CODESPB,50.0,13.63,25.0,40141700,H87
ADAPT CF R INT 1 1/4,ADAPCFRI114,105.52,50.98,70.36,40141700,H87
COPLE CC LISO 1 1/4,COPCCL114,30.98,13.47,18.58,40141700,H87
ADAPT. ESPIGA MACHO 1/4 X 3/8NPT,ADAPES1438,20.0,7.96,13.0,40141700,H87
TUBO CC FLEX 3/4 - 7/8,TUBCCF3478,2505.0,1452.17,1920.5,40141700,H87
TUBO CC TL 1 NACOBRE,TUBCCTL1,1265.21,839.0,1119.23,40141700,H87
CODO TERM 5/16 x 3/8 C/ESPREA,CODTER810E,50.0,13.63,25.0,40141700,H87
NIPLE UNION 1/4 X 1/4,NIPUN1414,14.14,4.85,7.38,40141700,H87
PUNTA POOL C/ESPIGA 1/4 X 12CM,PUNPOOL1412E,57.45,24.98,33.04,40141700,H87
NIPLE TERM 1/4 X 3/8,NIPTER1438,22.61,9.28,13.43,40141700,H87
ADAPTADOR P/CALENTON SUPERSER,ADAPSUP,80.0,16.5,45.0,40141700,H87
RED CC BUSH 1 X 1/2,REDCCB112,22.21,10.73,14.19,40141700,H87
NIPLE UNION 3/8 X 5/16,NIPUN38516,20.02,7.03,11.4,40141700,H87
CONEXION P/AIRE 1/4 X 1/4,CONPA1414,50.0,17.39,25.0,40141700,H87
CONEXION P/AIRE 1/4 X 3/8,CONPA1438,60.0,14.5,40.0,40141700,H87
CONEXION P/AIRE 3/8 X 3/8,CONPA3838,60.0,14.5,40.0,40141700,H87
CODO C/F R/E 3/4,CODCFRE34,72.92,37.3,51.47,40141700,H87
TUBO CC TL 1/2 METRO,TUBCCTL12M,270.0,132.0,230.0,40171511,MTR
RED CC CAMP 1 1/2 X 1,REDCCC1121,58.58,25.47,35.14,40141700,H87
TEE C/C 1 1/2,TEECC112,248.73,120.16,158.91,40141700,H87
CODO C/F R/I 3/4,CODCFRI34,65.0,33.12,46.0,00000000,H87
ADAPTADOR P/CALENTON CHICO,ADAPCH,80.0,16.5,45.0,40141700,H87
COPLE LATON HEM/HEM 3/8 FLEARE,COPLAT38F,50.0,12.5,35.0,40141700,H87
COPLE CC C/TOPE 2 NACOBRE,COPCC2,60.19,29.08,40.14,40141700,H87
PUNTA POOL C/MANERAL  AL. NPT,PUNPOOLM,90.0,36.71,70.0,40141700,H87
TUERCA INVERTIDA. C/BARRIL 1/4  57-03-02,TUEINVCB,45.0,18.5,35.0,31161700,H87
COPLE DESMONTABLE TECTITE 13MM,COPDES12,120.14,68.73,94.85,40141700,H87
NIPLE TERM 1/4 X 1/2 NT0613,NIPTER1412,60.0,12.87,40.0,40175201,H87
TAPA FLAIRE 3/8 MACHO,TAPF38M,18.06,6.74,9.38,40141700,H87
ESPREA  DE ALTA PRESION,XGAS008,50.0,14.9,35.0,40141719,H87
CAMP NIPLE 1/4 X 1/8,CAMNI1418,20.0,5.5,10.0,40141700,H87
CODO ESTUFA 1/2 X 3/8,CE1310,70.0,32.0,55.0,40175201,H87
COPLE BARRIL 3/8 - 3/8,COPBARR38,30.04,11.31,17.05,40141700,H87
PUNTA POOL C/MANERAL  AL FLER,PUNPOOLMF,90.0,36.71,70.0,40141700,H87
NIPLE TERM 5/16 X 3/8,NIPTER51638,22.09,7.88,13.06,40141700,H87
ADAPT. ESPIGA MACHO 3/8 X 3/8NPT,ADAPES3838,35.0,12.5,25.0,40141700,H87
ADAPT. ESPIGA HEMBRA 1/ 4 X 1/4 NPT C/2,ADAPESPH1414,58.0,31.11,43.0,14142000,H87
TUERCA CONICA RED 3/8 X 1/2,TUECONR3812,25.0,7.5,20.0,31161700,H87
CUELLO DE CERA S/G C/I PB 103,PB103,30.0,12.75,25.0,40141700,H87
ALIMENTADOR GASFLEX 1/2 X 36,ALIGN36,670.0,360.98,545.0,40141700,H87
ALIMENTADOR GASFLEX 1/2 X 48,ALIGN48,745.0,400.0,557.0,40141700,H87
CUELLO DE CERA C/GUIA 2699 PB104,CUCCGCI,45.0,19.08,35.0,40141744,H87
RODAJA NYLON CON PERNO 50MM C/FRENO,RODNYCP50F,30.0,7.5,25.0,40141700,H87
TEFLON DE 1/2 X 520 PLOMER,WT12120,12.0,4.64,10.0,31201514,H87
ALIMENTADOR GASFLEX 1/2 X 24,ALIGN24,540.0,290.59,450.0,40141700,H87
ALIMENTADOR GASFLEX 1/2 X 12,ALIGN12,0.0,0.0,0.0,40141700,H87
COFLEX P/BOILER 3/4 X 1/2 X 60,ABH60,135.0,81.03,108.0,40141700,H87
COFLEX GAS 3/8 X 1.00 MTO.,AGB100,150.0,80.21,121.0,40141720,H87
COFLEX GAS 3/8 X 1.50 MTO.,AGB150,179.0,96.21,156.0,40141720,H87
COFLEX GAS 3/8 X 2.00 MTO.,AGB200,208.0,111.78,168.0,40141720,H87
CONTROL TEMPERATURA ENFRIADOR,CONTEME,105.0,45.0,70.0,40141700,H87
SPUD DE BRONCE C/EMPAQUE 38MM,7138,180.0,89.76,136.0,40141720,H87
COPLE REPARACION PVC DE 1/2,NMD01,45.0,13.11,35.0,40141700,H87
COPLE REPARACION PVC DE 3/4,NMD02,55.0,25.0,45.0,40141700,H87
VALVULA P/WC PLOMER,PB3011,150.0,79.95,135.0,40141639,H87
COFLEX GAS 3/8 X 3.00 MTO.,AGB300,286.0,153.81,208.0,40141720,H87
VALVULA P/W.C. FILL PRO,VALFILLPRO,135.0,67.5,115.0,40141700,H87
COFLEX GAS 3/8 X 5.00 MTO.,AGB500,423.0,227.58,350.0,40141720,H87
COFLEX GAS 3/8 X 0.60 MTO.,AGB60,110.0,58.51,90.0,40141720,H87
REGADERA CASCADA 4  AZUL,PRC310,327.99,188.5,251.46,40141700,H87
ALIMENTADOR P/BOILER 3/4 X 60,ALIB60,0.0,0.01,0.0,40141700,H87
ALIMENTADOR T COFLEX  P/LAV. 55,VLT55,186.0,99.8,140.0,40141720,H87
VALV. ANGULAR P/GAS 3/8 X 1/2,IP206,270.0,143.49,220.0,40141700,H87
TEFLON DE 3/4 X 520 PLOMER,WT34120,20.0,7.49,15.0,40141700,H87
ALIMENTADOR GASFLEX 1/2 X 18,ALIGN18,495.0,265.36,400.0,40141700,H87
COFLEX GAS 3/8 X 4.00 MTO.,AGB400,350.0,187.85,280.0,40141720,H87
CAMPANA EXTRACCION 4  BLANCA DJR40VH,CAMPEXT,175.0,99.76,150.0,40141700,H87
VALVULA DE ALIVIO P/BOILER 3/4,IP801C,350.0,200.56,270.0,40141609,H87
CHUPON CAMPANA 2 X 1 1/2,F2315,15.0,3.99,10.0,13102012,H87
CHUPON P/TUBO 2 X 1 1/2,PB9020,10.0,3.42,6.0,40141700,H87
CHUPON UNIVERSAL 2 X 1 1/2 X 1 1/4,PB9030,40.0,11.86,30.0,40141700,H87
ALIMENTADOR COFLEX 1/2 X1/2X100,LLA100,125.0,62.15,100.0,40141700,H87
EMPAQUE ORRING P/PIGTAIL,ERA21,5.0,0.56,1.95,40141700,H87
EMPAQUE P/ALIM. BOILER 3/4,ERA34,5.0,1.53,3.55,40141700,H87
PAQUETE PROMOCION BRIDA FLEXIBLE,PACA002,1516.24,878.98,1162.45,40141700,H87
BRIDA FLEXIBLE CORTA PB200 COFLEX,PB200,187.0,106.7,146.0,40174800,H87
BRIDA FLEXIBLE LARGA PB300 COFLEX,PB300,290.0,156.9,240.0,40174800,H87
VALVULA  P/GAS 3/8 X 1/2 PLOMER,IP200,95.0,51.65,77.0,40141700,H87
NIPLE COMPRESION 3/8 TC X 1/2 MIP,UNT6C8,55.0,23.45,36.0,40141700,H87
NIPLE COMPRESION 1/4 TC X 1/2 MIP,UNT4C8,55.0,23.45,36.0,40141700,H87
REGADERA CASCADA 6  AZUL,PRC320,426.58,245.16,327.04,40141700,H87
COFLEX GAS NAT. 1/2 X 48 .,AGQ48,350.0,181.03,260.0,40141720,H87
JUEGO DE HERRAJES PLOMER,PSA001,375.0,201.04,250.0,40141700,H87
COFLEX GAS NAT. 1/2 X 84 .,AGQ84,520.0,260.36,415.0,40141720,H87
COFLEX P/BOILER 3/4 X 3/4 X 60,ABB60,265.0,142.27,215.0,40141700,H87
PIGTAIL T/INV.COFLEX 1/4 X 7/8 X 35,AGY35,175.0,99.71,150.0,40141720,H87
VALVULA  P/GAS 1/2 X 1/2 PLOMER,IP202,160.0,85.98,130.0,40141609,H87
LLAVE DE CONTROL 1/2 X 1/2 ANG.COFLEX,IP100,130.0,76.88,116.0,40141609,H87
ALIMENTADOR COFLEX VINIL P/WC.,VSM50,87.0,46.9,72.0,40141720,H87
ALIMENTADOR COFLEX VINIL P/LAV,VLK40,70.0,35.5,55.0,40141720,H87
ALIMENTADOR COFLEX VINIL P/FREG,VLK55,75.0,40.61,57.0,40141720,H87
COFLEX GAS NAT. 1/2 X 24 .,AGQ24,255.0,137.2,200.0,40141700,H87
CONTRACANASTA BASICA PLOMER,PH050,54.38,31.25,41.69,40141700,H87
COFLEX GAS NAT. 1/2 X 36 .,AGQ36,300.0,158.46,240.0,40141720,H87
REPUESTO P/ VALVULA P/WC PLOMER,PB3112,18.0,10.0,15.0,40141700,H87
VALVULA DESCARGA DE 3 SIFON,PB6031,185.0,98.75,150.0,40141640,H87
SAPO 3  PARA HERRAJE SANITARIO,PB6036,80.0,46.13,70.0,40141640,H87
COFLEX P/BOILER 1/2 X 1/2 X 60,ABC60,103.24,59.33,79.15,40141700,H87
PERA SAPO PLOMER C/CADENA,PB6025T,50.0,26.73,40.0,40141640,H87
ALIMENTADOR COFLEX VINIL P/WC.  35,VSM35,80.0,43.17,65.0,40141720,H87
COFLEX GAS 3/8 X 1.50 MTO. VINILO,VGB150,130.0,73.94,100.0,40141700,H87
COFLEX GAS 3/8 X 2.00 MTO. VINILO,VGB200,130.0,88.0,118.0,40141700,H87
DESAGUE DOBLE P/FREG. COFLEX,TF110,336.0,181.08,300.0,40142514,H87
CUELLO FLEXIBLE  PB115 COFLEX,PB115,70.0,29.53,57.0,40174800,H87
CUBRETALADRO A PRESION,PLA101,50.0,35.0,40.0,40141700,H87
MANGUERA DESAGUE P/LAV. AUTOMATICA 1 1/4,PL102,115.0,60.5,95.0,40141720,H87
KIT REPARACION SANITARIO,PB6020,103.0,60.31,85.0,40141700,H87
LLAVE DE CONTROL 1/2 X 1/2 ANG. COFLEX,IP120,150.0,82.89,125.0,40141609,H87
FLOTADOR Y VARILLA,PB3045,20.0,9.83,15.0,40141700,H87
TORNILLO ANCLA P/BRIDA,TBA215P,35.0,20.0,30.0,40141700,H87
ALIMENTADOR COFLEX VINIL P/LAV,VLK100,125.0,68.8,95.0,40141720,H87
CEMENTO GRIS 50 KG,CEMGRIS,320.0,210.34,308.0,30111601,H87
