nombre,codigo,precio_publico,precio_compra,precio_mayoreo,clave_sat,unidad_sat
JUEGO DE MULTIHERRAMIENTA 13 EN 1,JUEMUL13,61.13,31.0,41.35,40141700,H87
JUEGO DE MULTIHERRAMIENTA 15 EN 1,JUEMUL15,80.85,41.0,54.69,40141700,H87
SOLDADORA HIGH POWER 225 AMP,SOL225A,1570.61,910.5,1204.14,40141700,H87
SOLDADORA HIGH POWER 250 AMP,SOL250A,2101.05,1207.5,1610.81,40141700,H87
JUEGO DE VOLTEADOR Y RAYADOR PLASTICO,JVOLRAYP,40.02,17.4,23.01,40141700,H87
ACEITE P/ MOTOR DUO PACK,ACEMOTK,215.04,141.66,187.35,40141700,H87
SOGA PLASTICA 3/4 (KG),SOGPLA34,170.0,99.0,150.0,40141700,KGM
LIMA MEDIA CANA DE 10,LIMC10,90.76,47.83,63.25,40141700,H87
FLEXOMETRO 5M IRWIN STD,FLEX5MIR,74.97,43.46,59.97,40141700,H87
EXTENSION PVC FLEXIBLE 1 1/2XL JUMBO 2944,2944,80.0,35.0,60.0,30181605,H87
REMACHE POP AS42 C/50,REMP42,12.03,6.03,12.24,40141700,H87
ACELERANTE P/CONCRETO FESTER  4L,ACECON,185.0,103.92,145.0,40141700,H87
LLAVE P/LAVADORA 3/4 X 1/2 AZUL,3-LA,165.0,85.67,120.0,46171500,H87
LLAVE P/LAVADORA 3/4 X 1/2 ROJA,3-LR,165.0,88.67,120.0,46171505,H87
SOLDADURA P/CAUTIN ROLLO,T14366,815.0,409.48,611.0,30263201,H87
HIDRONEUMATICO .5 HP 24 L HIGH,HIDN12HP24L,2495.0,1427.32,1910.0,40141700,H87
MULTICONECTOR ROTOPLAS C/VALV.,MULTINRO,212.0,114.19,160.0,40172517,H87
CERRADURA DE MANIJA ENTRADA MILAN LB,FLMEMLB,295.0,157.37,238.0,31162402,H87
CERRADURA FANAL MH40TH3,CERRMH40TH,99.95,57.94,76.62,40141700,H87
CERRADURA FANAL MH40F3D,CERRMH40F,85.32,36.37,48.1,40141700,H87
MEZCLADOR P/PINTURA 50CM,MEZPIN,80.07,34.3,51.28,40141700,H87
MARCADOR P/VALVULAS AMARILLO,MARVALV,59.98,34.09,45.08,40141700,H87
CONTADOR D/ BULTOS 4 DIGITOS,CONBUL,109.99,56.26,77.64,40141700,H87
TRAMPA FLEX . ALBATROS 001-1 C/M,CESFLEXCM,70.0,36.0,50.0,40141901,H87
PILA CUADRADA DE 9 V,T46312,25.0,11.21,20.0,26111700,H87
RODAJA NYLON CON ESPIGA 40MM TC3090,RODNYCE40,18.0,7.18,12.0,40141700,H87
CARTUCHO P/DICA CUERDA ABIERTA R280050,FDICACA,120.0,28.41,90.0,31162800,H87
LENTE DE SEGURIDAD STEEL NEGRO,LENSEGN,30.0,11.36,20.0,46181800,H87
MACHO P/MANGUERA  LATON 1/2,MAMANG,25.0,7.44,15.0,40141700,H87
REMOVEDOR DE PINTURA 1/2 L,REMPIN12,193.0,103.79,157.0,31211800,H87
JALADERA 164-04 CUCHARA,J16406,18.01,7.83,10.35,40141700,H87
JALADERA 162-06 TENEDOR,J16206,18.01,7.83,10.35,40141700,H87
JALADERA 163-06 CUCHILLO,J16306,18.01,7.83,10.35,40141700,H87
ESPREA CALENTON IUSA,ESPCALIU,30.0,8.0,19.0,40141700,H87
ESPREA ACROS HORNO,ESPACROH,25.0,6.5,15.0,40141700,H87
BANDA A 30,BAN30,60.0,20.3,50.0,26111801,H87
MARTILLO DE BOLA 24 ONZ,MARBOL24,100.48,58.64,77.56,40141700,H87
SEGUETA SABLE BIM 6 X 3/4 18TPI,SEGSAB63418,31.06,17.5,23.35,40141700,H87
BOMBA P/INFLAR HIGH POWER,BOMHIGH,120.0,44.07,80.0,40141700,H87
CARETA PLASTICA SOLDADOR HP,CARSOLHP,115.0,45.0,70.0,40141700,H87
TIJERA CORTA TUBO PLASTICO,T12860,203.0,107.76,142.0,23241610,H87
RESISTENCIA TUBULAR EN U CON TAPON 3/4 220V 2000W,RESTUB34,1250.0,670.0,950.0,32121600,H87
CINTA MULTIUSOS 3/16 X 3/8 X 7.62 M,CINMUL31638,125.0,60.16,110.0,31163200,H87
CARTUCHO P/REGADERA TINA LAT,FV3028,195.0,93.76,150.0,23191200,H87
PILA ECONOMICA D,PILAD,10.05,6.33,8.37,40141700,H87
AGUARRAS SINTETICO LTO.,AGUASINL,85.0,45.56,70.0,31211800,H87
DESARMADOR PALETA 1/8 X 6 GAB,DG186PB,17.0,6.34,11.0,40141700,H87
DESARMADOR PALETA 1/8 X 4 GAB T28082,DG184PB,30.0,12.95,20.0,40141700,H87
REPUESTO P/RODILLO # 9   19MM,REP239,41.0,21.86,31.0,31211906,H87
RESISTOL CARPINTERO AMARILLO 4 KG,RESCAR4,319.85,187.1,262.73,40141700,H87
CONSTRUCOVER ESTUCO BCO IMP,CONSEST,94.95,62.01,82.72,40141700,H87
ZAPAPICO TRUPER C/MANGO,ZAPTRUM,229.95,120.87,161.24,40141700,H87
FLOTA DE ESPONJA PRETUL,T20180,143.0,76.72,107.0,23101500,H87
PROTECTOR P/CONTACTO,PROCONT,5.0,1.85,3.22,39121416,H87
BROCHE MALETERO MEDIANO # 2,BROMALM,30.0,10.06,25.0,53141507,H87
CHUPON TRANSPARENTE C/GANCHO,CHUTRACG,9.02,3.0,5.22,40141700,H87
TIRALINEAS TRUPER TL-100-2,TL100-2,60.32,22.5,42.56,40141700,H87
PUNTAS TORX 7 PZAS S/SEGURO,PUNT715T,35.0,16.52,22.0,40141700,H87
TABLA ROCA 4 X 8 DE 3/8,PANEL38,235.0,155.37,217.0,30161503,H87
REJILLA COLADERA UNIVERSAL CROM 2256,REJCOLUNI,45.0,17.32,35.0,40141700,H87
SEMILLA P/CUADRO PLASTICA,SEMCUAP,3.05,1.35,2.35,40141700,H87
RESISTOL 5000 LITRO TRANSPARENTE,RES5000LT,171.34,98.47,131.36,40141700,H87
LLAVE STILSON PROTUL # 24,LLASTILP24,371.28,193.98,258.77,40141700,H87
DADO LARGO 1/2 X 15/16,T13332,143.0,76.72,107.0,27112700,H87
CUERDA P/GUITARRA ELECT.JUEGO,CUEGUIJE,140.0,60.6,88.0,40141700,H87
SILICON CARTUCHO BANOS Y COCINA TRANS HECORT,SILCARBCT,75.0,38.07,60.0,31201600,H87
ARGOLLA PLASTICA P/LLAVE,ARGPLA,1.03,0.35,0.51,40141700,H87
GRAPA P/ENGRAPADORA TR100 1/2,GRATR10012,92.0,49.4,75.0,14122107,H87
CINCEL 5/16 X 6,CIN5166,25.07,12.07,16.1,40141700,H87
PISTOLA P/SILICON T/ESQ. REF.,PISSILESQR,125.0,65.78,87.0,40141700,H87
TRAPEADOR HILO AZUL INDUSTRIAL,TRAHILAZUI,33.0,20.0,28.0,40141700,H87
PINZA MINIATURA CORTE P/ELECTRONICA 17314,T17314,95.0,50.86,80.0,27112100,H87
TANQUE P/GAS 2 KG.,TANGAS2,450.0,267.99,400.0,40141700,H87
DISCO P/CORTE CERAMICA 4 1/2 H.P,DISCERHP,108.32,58.0,100.92,40141700,H87
TANQUE P/GAS 6 KG.,TANGAS6,570.0,348.0,520.0,40141700,H87
CARTUCHO NEU SEAL,FNEUSEAL,110.2,62.5,87.0,40141700,H87
ADAPT. P/CART. URREA-URREA 18021,ADCARUU,100.0,34.44,70.0,30181600,H87
TOPE P/PUERTA CODO CROMADO 56 C,T43772,79.0,42.24,59.0,31162804,H87
DISCO CORTE ACERO INOX. 4 1/2 BALANCE 110902,DCAI412H,20.0,7.82,15.0,31191500,H87
SILICON EN TUBO BLANCO,SILENTUB,25.0,12.44,18.0,40141700,H87
FORMON PRETUL DE 5/8,T21659,114.0,50.86,78.0,27111911,H87
ENGRAPADORA ET-19,ENGET19,134.41,68.97,92.01,40141700,H87
ACEITE ALTOKILOMETRAJE GARRAFA,ACEMOTAKG,375.0,249.17,320.0,40141700,H87
ACEITE MINERAL P/MOTOR 2 T 16 ONZAS,T15021,76.0,40.52,57.0,51171630,H87
PEGAMENTO P/CPVC TUBO 60ML 27291,PEGCPVCT,50.0,19.07,40.0,40183000,H87
SEGUETA SABLE 6 X 24 DPP  2 PZA,120782,102.0,54.59,76.0,27112802,H87
GUARDA POLVO DE I MTO. BLANCO,GUAPOLB,50.0,22.5,30.0,40141700,H87
GUARDA POLVO AUTOMATICO ORO,GUARPAUO,125.0,57.03,85.0,40141700,H87
GUARDA POLVO AUTOMATICO BLANCO,GUARPAUB,125.0,50.25,85.0,40141700,H87
ARMELLA ABIERTA 20 X 70,T44380P,2.0,0.54,1.0,31162800,H87
ADAPTADOR HEMBRA 1/2 NPT 1/4,ADAPH1214,52.2,22.5,33.93,40141700,H87
MANGUERA P/JARDIN SURTEK 1/2 M 102907 AD 235,T25046M,15.0,6.03,12.0,40142008,MTR
CARBONES B&D /DE WALT (PZA),CARCMV12,30.0,8.99,20.0,40141700,H87
TAQUETE P/TABLAROCA METALICO,TAQTRM,5.0,1.9,3.5,31161601,H87
TAQUETE DE MADERA 1/4 BOLSA,TAQMAD14B,15.0,2.94,8.0,40141700,H87
TAQUETE DE MADERA 3/8 BOLSA,TAQMAD38B,20.0,5.88,15.0,40141700,H87
ANZUELO SENUELO P/PESCA,ANZSEN,45.08,18.33,27.64,40141700,H87
MANGUERA P/INYECTOR 12,MANINY,44.98,19.39,28.12,40141700,H87
TIRALINEAS TRUPER TL-50,T18574,129.0,68.1,97.0,27112300,H87
CINCHO PLASTICO DE 28,CINPLA28,10.0,4.0,8.0,40141700,H87
SOSA CAUSTICA LIQUIDA LTO.,SOSACAUL,85.0,35.0,70.0,47131801,H87
ALFADEX RH,ALFADEX,65.0,45.0,55.0,40141700,H87
LIMPIA BOQUILLAS C/12 ACCS.,LIMBOQ12,115.0,44.66,90.0,27111957,H87
ENCENDEDOR DE CAZUELA,T19271,35.0,16.38,25.0,23271700,H87
EMPAQUE ORRING 114,EMPORR114,5.0,0.68,3.0,31401503,H87
CINCHO PLASTICO DE 11   (C/50),CINPLA11P,60.0,28.9,40.0,40141700,H87
CINCHO PLASTICO DE 7 1/2,CINPLA75,1.0,0.35,0.5,40141700,H87
CINCHO PLASTICO DE 5.5 C/1000,CINPLA55P,510.0,263.5,400.0,40141700,H87
CINCHO PLASTICO DE 5.5,CINPLA55,1.0,0.24,0.5,40141700,H87
GRAPA P/ENGRAPADORA TR100 9/16,GRATR100916,112.0,55.47,92.0,44122107,H87
"SUJETADOR C/MATRACA 3000 KGS DE 2""",T19286,440.0,237.07,330.0,31162814,H87
GARZA METALICA P/FILTRO DE AGUA,GARFIL,285.0,146.16,225.0,40141700,H87
ROCIADOR DOMESTICO DEP. PLAST. AER-001,ROC2P,130.0,71.5,110.0,40141700,H87
ESCOBA METALICA P/JARDIN EM15,ESCEM15,60.81,32.76,43.7,40141700,H87
HIDRONEUMATICO 1 HP 52 L HIGH,HIDN1HP52L,4721.0,2708.33,3620.0,40141700,H87
PORTA MANGUERA PLASTICO GANMA,PORMANP,45.1,24.15,32.21,40141700,H87
SOPORTE P/MOTOR 6 DIENTES,SOPMOT6,80.0,35.0,50.0,40141700,H87
CERRADURA CORREDIZA HECORT,CERRCORRH,535.0,310.0,428.0,46171500,H87
DADO LARGO 1/2 X 18MM,DAD1218ML,61.87,29.31,39.1,40141700,H87
TERMINAL P/BATERIA C/TORN. LAT.,TERBATCT,32.25,13.9,20.16,40141700,H87
LIJA BANDA 3 X 21 # 60,LIBAN32160,40.0,18.96,30.0,27112739,H87
EMPAQUE ORRING 15,EMPORR15,7.03,2.11,4.9,40141700,H87
EMPAQUE ORRING 17,EMPORR17,7.01,2.19,5.08,40141700,H87
EMPAQUE ORRING 18,EMPORR18,7.01,2.19,5.08,40141700,H87
EMPAQUE ORRING 19,EMPORR19,7.01,2.19,5.08,40141700,H87
CONEXION RAPIDO MACHO 1/4  ACERO,T27023,25.0,11.21,16.0,27131613,H87
CINTA MONTAJE DOBLE CARA 19MM 2.28M,T12540,22.0,11.21,16.0,31201500,H87
ACRILASTIC BLANCO 280ML HECORT,ACRILAH,60.0,32.31,45.0,31201600,H87
ESQUINERO E300 CAL 26 3.05 M PERF.,ESQTR,50.0,25.5,32.0,30102304,H87
LONA PRETUL 3 X 3 AZUL A302603,T23732,194.0,99.14,146.0,11151518,H87
CORTADOR P/PVC TRUPER,CORPVC,158.0,84.48,132.0,40141700,H87
DISCO P/CORTE CERAMICA DDT802P,T21001,103.0,47.41,84.0,31191602,H87
TIJERA P/PODA ROTTER 19,T23060,180.0,94.83,150.0,27112007,H87
TIROLERA PRETUL GALVANIZADA,T23070,632.0,340.52,474.0,30151800,H87
MANERAL ACRILICO P/REG Y TINA,MJMRTA,150.0,59.07,110.0,46171505,H87
CHAPA DE ESCRITORIO CM21C,CHCM21C,40.02,21.56,28.76,40141700,H87
CERRADURA DOBLE CILINDRO FN562DE3,CERRCILDF,235.0,126.34,176.0,31162402,H87
MOTOR P/AIRE 2 VEL 1/2HP,MOT12HP,1505.0,926.47,1290.0,40141700,H87
TUBO GALVANIZADO P/CLOSET DE 1,TUBGALCL,153.12,66.0,95.7,40141700,H87
TUBO GALV. P/CLOSET DE 1 /MTO,TUBGALCLM,25.52,11.0,16.97,40141700,H87
CARRUCHA PORTON 95-R REFORZADA,CARRPOR95-R,610.0,348.28,550.0,40141700,H87
BISAGRA TUBULAR 1,BTUB1,60.0,28.0,45.0,31162420,H87
TRAPEADOR DE HILO BLANCO MED.,TRAPHILM,42.63,22.0,32.69,40141700,H87
TRAPEADOR DE HILO BLANCO GDE.,TRAPHILG,50.0,28.0,40.0,40141700,H87
NIPLE LATON 1/2 X 2,NIPLAT122,80.0,24.5,60.0,40141700,H87
MANERAL P/RODILLO TIPO JAULA RS20089,MANROD,70.0,35.7,53.0,31211906,H87
ESMERILADORA ANGULAR 4 1/2 700 W PRETUL,T24035,632.0,340.52,474.0,23101506,H87
COLADERA MULTIPLEX CROM,COL2273,80.0,34.97,60.0,40141700,H87
EXT. FLEX. UNIV. ALBATROS 002-18XL,EXTFLEALBL,80.0,45.2,65.0,40141700,H87
TRAMPA FLEX . ALBATROS 001-9 SILVER,CESFLEXS,100.0,45.0,75.0,40141700,H87
TAPON P/LAVABO ALBATROS 005-1,TAPLAVALB,15.0,5.33,10.0,40141700,H87
ALIMENTADOR P/LAVABO ALBATROS,ALIALBL,23.07,9.8,13.07,40141700,H87
ALIMENTADOR P/FREGADOR ALBATROS,ALIALBF,24.08,10.08,13.44,40141700,H87
CEPILLO P/ESTUCO 3214,CEPEST3214,65.64,40.42,53.92,40141700,H87
CUBRE TODO PLASTICO 16 M2,CUBTODO16,53.0,22.84,40.0,40141700,H87
TUBO HUMO GALV. 3 X 90 CM,TUBH390,95.0,50.18,70.0,40171500,H87
LIJA BANDA 3 X 21 # 100,LIBAN321100,40.0,18.96,30.0,27112739,H87
LIJA BANDA 3 X 21 # 80,LIBAN32180,40.0,18.96,30.0,40141700,H87
CAPUCHON P/LAMP. 600 B  2PZAS,CAP600B,30.0,6.67,22.0,40141700,H87
ALAMBRE DE PUAS POTRO1 (360M),ALAPUASP,1890.0,1224.14,1700.0,40141700,H87
CINCHO P/AMARRE C/4 PZA,CINAMARRE,85.1,40.0,52.9,40141700,H87
LUPA REDONDA 2.5 X 100 MM,LUPA,173.27,73.22,106.17,40141700,H87
MARTILLO MINI METALICO,MARMINI,30.02,15.0,19.84,40141700,H87
CINCHO PLASTICO DE 7 1/2 C/100 PZA,CINPLA75P,75.0,34.6,60.0,40141700,H87
TARJA A.INOXIDABLE 33 X 22 X 6 MATE,TAINOX33226M,952.0,547.05,762.0,40141700,H87
DUCTO FLEXIBLE ALUMINIO 4 X 50 FT,DJCD450A,1523.0,866.66,1215.0,40141700,H87
KIT ATRAPA PELUSA  P/SECADORA,KATRAPEL,450.0,180.0,350.0,40141700,H87
ESQUINERO GALV. DE 3  41034,ESQG3,10.0,3.41,7.0,31191608,H87
SIERRA BIMETAL DE 1 1/8 18090,120737,143.0,76.72,107.0,27112826,H87
CARDA P/TALADRO 1,CARTAL1,21.04,10.08,14.04,40141700,H87
PRENSA DE HIERRO NODULAR 6,PREPNT6,350.0,185.35,300.0,40141700,H87
CINCEL 3/8 X 6,CIN386,35.12,17.5,23.35,40141700,H87
CINCEL 1/2 X 6,T12115,64.0,34.48,48.0,27111901,H87
NAVAJA CUTTER METALICO CUT-M,NAVCUTM,35.0,19.92,28.0,40141700,H87
REMACHE POP AS68LF C/50,113417,45.0,22.5,35.0,31162201,H87
TUERCA P/AJUSTE PLASTICA 1/2,TUERL07P,10.0,3.58,7.0,40141700,H87
ASIENTO ACOJINADO P/W.C.,ASIACOJ,185.38,104.0,137.54,40141700,H87
BUJIA P/MOTOSIERRA CJ8,BUJCJ8,37.03,15.96,27.77,40141700,H87
BUJIA P/VW SEDAN COMBI W8BC,BUJW8BC,26.22,15.2,20.1,40141700,H87
BUJIA P/NISSAN W8DC,BUJW8DC,26.22,15.2,20.1,40141700,H87
EXTRACTOR DE VOLANTE EXT-15,EXT15,200.01,107.76,143.75,40141700,H87
MATRACA CAB. RED. 3/8 PRETUL,MAT38,96.0,51.72,78.0,40141700,H87
REGATON COSTILLA 1/2,REGCOS12,5.08,1.46,2.12,40141700,H87
REGATON COSTILLA 5/8,REGCOS58,8.0,2.2,5.0,13101601,H87
REGATON BARRIL DE 1/2,REGBAR12,3.0,0.95,1.38,40141700,H87
REGATON BARRIL DE 3/4,REGBAR34,10.0,3.8,6.0,40141700,H87
REGATON BARRIL DE 7/8,REGBAR78,12.0,4.0,7.0,40141700,H87
REGATON BARRIL DE 1,REGBAR1,20.0,5.4,10.0,40141700,H87
REGATON CUADRADO HULE 1,REGCUA1,10.0,3.6,6.0,13101601,H87
REGATON CUADRADO HULE 7/8,REGCUA78,15.0,4.9,10.0,40141700,H87
ESPREA BOILER DE PASO BOSCH,ESPBOIPAB,25.0,4.5,20.0,40141700,H87
CONECTOR MACHO INS. 3/4,CONMINS34,8.0,2.12,6.0,40141700,H87
RASPADOR C/MANGO SCR-4D,T18658,345.0,185.34,233.0,27112009,H87
BROCA P/FIERRO COBALTO HSS 1/4,BROFTR14,38.0,19.31,28.0,40141700,H87
ANTICONGELANTE 4 LTS. BARDHAL,ANT4B,146.76,92.35,123.19,40141700,H87
BROCA P/FIERRO TRIUMPH 3/8,BROFTR38,55.91,31.92,42.58,40141700,H87
BANDOLA C/SEGURO DE 3/8,BANSE38,17.99,7.35,11.09,40141700,H87
DIFUSOR ACRILICO PANAL 61 X 1.22,DEFACR61122,107.88,62.0,82.71,40141700,H87
BROCA P/FIERRO TRIUMPH 1/32,BROFTR132,14.99,7.47,10.39,40141700,H87
ACRILASTIC CANELA,ACRILCAN,60.0,35.56,50.0,31201600,H87
LLAVE P/ENFRIADOR PALANCA AZUL,LLAENFAZ,62.22,29.8,39.75,40141700,H87
LLAVE P/ENFRIADOR PALANCA ROJA,LLAENFRO,62.22,29.8,39.75,40141700,H87
AISLANTE TUBOLIT DE 1,AISTUB1,60.0,29.31,50.0,30141505,H87
DISCO P/CORTE METAL 760,DICM760,44.88,23.88,31.85,40141700,H87
SIERRA P/MADERA 5/8 X 4 72D 101403,SIEMAD472,195.0,107.12,152.0,23231200,H87
REGULADOR CMS ALTA P C/MANOMETRO,REGALM,1190.0,682.2,1033.0,40142201,H87
CREST PANEL 20 KG. GRIS,CREPANG,147.0,89.32,120.0,40141700,H87
TAQUETE PERNO  1/2 X 3 3/4,TAQPER12334,15.0,7.7,12.0,40141700,H87
TIJERA DE AVIACION RECTA,T18531,265.0,142.24,198.0,27111500,H87
ASPERSOR C/ESTACA 1 VIAS,ASPEST1V,35.21,18.76,25.31,40141700,H87
NUDO P/CABLE DE 1/4 303307,NUDCAB14,15.0,4.48,10.0,31162600,H87
NUDO P/CABLE DE 3/16  C/ PZA 303306,NUDCAB316,10.0,2.84,7.0,31162600,H87
CERCHA DENTADA P/CUADROS 1,CERDEN1,3.0,0.43,1.0,40141700,H87
CERCHA DENTADA P/CUADROS 2,CERDEN2,3.0,0.49,1.14,40141700,H87
CERCHA DENTADA P/CUADROS 3,CERDEN3,5.0,0.67,1.55,40141700,H87
ARGOLLA SIN SOLDAR 16 MM,ARG16,1.0,0.21,0.37,40141700,H87
ARGOLLA SIN SOLDAR 52 MM,ARG52,7.0,2.64,5.0,56111905,H87
FLUXOMETRO P/WC 110-38,FLUX11038,3600.0,2065.0,3000.0,40141700,H87
CARTUCHO P/REGADERA TINA CENTRAL,FV3027,480.0,165.0,350.0,23191200,H87
CONECTOR MACHO INS. 1,CONMINS1,5.07,1.9,2.64,40141700,H87
ALAMBRE GALV. #22 (KG),ALAMG22,120.0,58.5,100.0,30264304,H87
CANDADO LAMINADO  # 50 LARGO,CANDLAM50L,84.85,35.0,50.75,40141700,H87
CEPILLO DE ALAMBRE MINI 3 PZA,CEPALAM3,25.06,9.0,13.05,40141700,H87
EMPAQUE P/VALVULA DE W.C.,EMPVALWC,5.01,1.8,4.14,40141700,H87
ACEITE DE LINAZA,ACELIN,205.0,110.16,170.0,31211515,H87
PUNZON P/BARRENAR 3/8,PUBAR38,29.0,13.79,22.0,40141700,H87
ESPONJA CACAHUATE,ESPCA,25.0,8.38,20.0,13111300,H87
SOLDADURA 7018-1/8,SOL701818,100.0,57.86,90.0,40141700,H87
SIERRA P/MADERA 5/8 X 4 36D,SIEMAD436,195.0,107.12,152.0,23231200,H87
PALA CUADRADA TOOLCRAFT,PALCTC,75.06,44.1,58.33,40141700,H87
PALA REDONDA TOOLCRAFT,PALRTC,75.06,44.1,58.33,40141700,H87
MARTILLO CARPINTERO 16 OZ. U/R AD 1511,T25001,127.0,68.1,95.0,27111602,H87
LLAVE COMBINADA 8 MM,T21902,29.0,15.52,22.0,40141700,H87
LLAVE COMBINADA 9 MM,T21903,31.0,16.38,23.0,40141700,H87
SELLADOR P/RADIADOR 20 GR,SELLA52SM,25.0,7.65,15.0,12163800,H87
NAVAJA DE 1 FILO C/PROTECTOR,NAV1FILCP,9.99,4.55,6.81,40141700,H87
ASPERSOR PLASTICO 8 POSICIONES,ASP8P,24.99,13.25,17.53,40141700,H87
ASPERSOR PLASTICO 9 POSICIONES,ASP9P,24.99,13.25,17.53,40141700,H87
CORTA AZULEJO TRUPER 40,CAZ40,423.12,224.35,296.7,40141700,H87
ROLLO STRECH FILM 7.65   X 1000 FT,ROSTRECH3,50.0,26.04,37.0,31162800,H87
PILA RECARGABLE AAA   2 PZA,T47205,83.0,38.79,61.0,26111700,H87
ANODO ANTISARRO AIRE ACOND.,ANODOAA,147.02,84.49,112.71,40141700,H87
PASTILLA DESODORANTE P/AC,PASDESAA,47.13,26.73,35.66,40141700,H87
PERLITA SACO 100 LTS,PERLITA,328.0,195.0,295.0,31201600,H87
BROCA P/CONCRETO DE 5/8 X 12,BROC5812,120.09,60.9,84.77,40141700,H87
LLANA DENTADA CELTA CUADRO DE 1/2,LLADENC12,250.0,135.45,205.0,27111600,H87
LIMA REDONDA # 6 BAST.,T15187,50.0,18.97,35.0,27111930,H87
DESARMADOR PALETA 1/8 X 8,DG188PB,15.05,6.52,9.26,40141700,H87
DADO LARGO 1/2 X 9/16,DADL12916,58.0,30.17,41.0,40141700,H87
DADO LARGO 1/2 X 11/16,DADL121116,39.99,21.2,28.04,40141700,H87
TIJERA CASA OFICINA 7  PRETUL,T23186,57.0,30.17,43.0,44121618,H87
CALIBRADOR REDONDO TIPO RAMPA,CALRED,27.0,12.93,19.0,40141700,H87
MARTILLO TUBULAR MTR 20 UNA R,MART20,99.96,53.0,70.09,40141700,H87
PUNTA P/BARANDAL DISNEY 263,PUNBAR263,12.19,5.3,7.31,40141700,H87
NUDO P/VARILLA DE 1/2 605,NUDBAR605,12.19,5.3,7.31,40141700,H87
GRIFA DE DOS BOCAS 3/8 X 1/2,T10865,235.0,116.38,180.0,27112017,H87
PINZA MINIATURA PUNTA DE AGUJA 6,T22665,68.0,32.76,46.0,27112105,H87
PINZA MINIATURA CORTE DIAGONAL 4 A304103,T22663,68.0,32.76,51.0,27112105,H87
CAJA VALVULAS P/LAVANDERIA,CAJVAL,224.25,150.0,198.38,40141700,H87
DADO STD CORTO 3/8 X 9MM ESTRIADO 13673,T13629,37.0,19.82,28.0,27112700,H87
CAJA VALVULA P/REFRIGERADOR,CAJVALR,149.5,100.0,132.25,40141700,H87
PISTOLA P/MANGUERA PIP 5,PISPIP5,30.0,16.38,25.0,40141700,H87
NUDO P/CABLE DE 1/8 303305,NUDCAB18,10.0,2.24,7.0,31162600,H87
VALVULA P/CILINDRO GAS,VALVCIL,270.0,135.0,220.0,40141700,H87
CANDADO COMBINACION TC2118,CANDCOME,60.0,24.08,50.0,40141700,H87
COPLE RAPIDO HEMBRA 1/4 TRUPER,COPRAPH14HT,50.04,25.9,34.26,40141700,H87
BASE P/MANGUERA PLASTICO,T10387,110.0,59.48,83.0,27112000,H87
CLAVO P/CONCRETO (KG) 1 CAL 12,CPCD1,150.0,45.0,120.0,40141700,KGM
GRAPA P/ENGRAPADORA T50 1/4,GRAENGT5014,26.0,13.79,19.0,40141700,H87
GRAPA P/ENGRAPADORA T50 5/16,T7966,31.0,16.38,23.0,27112120,H87
GRAPA P/ENGRAPADORA T50 3/8,T17967,45.0,24.14,34.0,27112120,H87
TAQUETE 1/2 PLASTICO C/25 PZA,TAQ12,33.0,16.53,26.0,40141700,H87
TORNILLO T/ROCA DE 1 1/4 METAL,TTR114MP,0.5,0.11,0.3,40141700,H87
LIMA TRIANGULAR DE 6  19679,T15123,40.0,15.52,30.0,27112933,H87
PINZA DE PRESION MORDAZA RECTA 10,T17437,275.0,145.69,203.0,27111750,H87
DADO STD CORTO 3/8 X 3/8,T13582,37.0,19.83,28.0,27112700,H87
VOLANTE P/AIRE 11 X 1,VOL111,195.0,103.21,145.0,40141700,H87
PEGAMENTO LOCTITE SOS 1.5 GR,PEGLOC15,15.07,6.04,10.32,40141700,H87
DISCO P/PULIDORA 555 C/ADAP,DID555A,127.43,72.75,97.05,40141700,H87
MALLASOMBRA 95 % 3.70 (MTO),MALLASOM95,399.0,221.68,310.0,40141700,MTR
PISTOLA P/TIROLEAR NEUMATICA,108008,950.0,556.0,750.0,31211908,H87
PINTURA EN AEROSOL FLUORESCENTE,PINAERFLU,118.0,63.37,100.0,31211507,H87
BROCA P/FIERRO 19/64  15327,BROF1964,53.0,28.45,40.0,40141700,H87
GUANTE JAPONES GRIS P/HOMBRE,GUAJAGRIS,8.02,2.63,4.54,40141700,H87
TIJERA P/PODAR ECONOMICA 8,TIJPOD8,58.32,33.36,44.11,40141700,H87
EXTENSION P/DADO 1/4 X 3,EXT4760,18.0,8.62,11.5,40141700,H87
TUERCA IZQUIERDA C/MANERAL G0180,TIZM251,35.0,16.28,25.0,31282103,H87
PALA REDONDA MANGO LARGO,T17175,328.0,176.72,246.0,27111204,H87
TORNILLO PUNTA DE BROCA P/LAMINA 1/4 X 7/8 X5/16,TPB1478,1.0,0.5,0.7,31161533,H87
ADAPTADOR P/DADO 1/2 X 3/8,T13422,87.0,47.41,65.0,27112700,H87
ADAPTADOR P/DADO 3/4 H X 1/2 M,T13424,168.0,90.52,126.0,40141700,H87
ADAPTADOR P/DADO 3/8 X 1/2,T13420,63.0,33.62,47.0,27112700,H87
SILICON BARRA 5/16 (12PZAS),SILBARR516B,29.0,15.52,21.0,40141700,H87
ARENERO DE ALUMINIO DE 10,AREN10,375.0,200.0,310.0,40141700,H87
ARENERO DE ALUMINIO DE 8,AREN8,335.0,180.0,260.0,40141700,H87
BOMBA DE AGUA MANUAL P/GARRAFON,BOMAGM,60.0,34.78,48.0,40141700,H87
